obj,running_time,gap
7182.820921996989,2.4455021,0.0
7182.820921996989,2.3232751,0.0
7182.820921996989,2.3317808,0.0
7182.820921996989,2.3265269,0.0
7182.820921996989,2.3493567,0.0
7182.820921996989,2.3354318,0.0
7182.820921996989,2.3174519,0.0
7182.820921996989,2.3750954,0.0
7182.820921996989,2.2892193,0.0
7182.820921996989,2.3675157,0.0
7182.820921996989,2.3514845,0.0
7182.820921996989,2.3581356,0.0
7182.820921996989,2.3847523,0.0
7182.820921996989,2.3114968,0.0
7182.820921996989,2.380895,0.0
7182.820921996989,2.3193697,0.0
7182.820921996989,2.3731762,0.0
7182.820921996989,2.3374599,0.0
7182.820921996989,2.3503678,0.0
7182.820921996989,2.3225794,0.0
7182.820921996989,2.3341808,0.0
7182.820921996989,2.3398066,0.0
7182.820921996989,2.3198639,0.0
7182.820921996989,2.5280733,0.0
7182.820921996989,2.4782639,0.0
7182.820921996989,2.4092688,0.0
7182.820921996989,2.3531319,0.0
7182.820921996989,2.3200474,0.0
7182.820921996989,2.4140025,0.0
7182.820921996989,2.2999236,0.0
